Gold	Predictions	Probabilities	Filename
Switzerland	['Switzerland', 'Italy', 'Austria', 'Germany', 'Netherlands']	[1.0, 2.7369523748072e-12, 2.68721134753791e-12, 3.516688351114239e-13, 1.225921302542048e-24]	yy3iMXXC-_oPPHZdiwzOIw
Switzerland	['Austria', 'Norway', 'Switzerland', 'Slovenia', 'Germany']	[0.9745780825614929, 0.013902883045375347, 0.011516401544213295, 2.5928411560016684e-06, 1.6492552766186885e-13]	V_GTbSU8Q2jDm9fBc3DgwA
Switzerland	['Switzerland', 'Austria', 'Italy', 'Haiti', 'Netherlands']	[1.0, 5.901073607075326e-24, 1.8860776680579875e-40, 0.0, 0.0]	zVyr49mv2CL42snoa6-L5g
Switzerland	['Switzerland', 'Austria', 'France', 'Germany', 'Netherlands']	[1.0, 4.709373879462671e-26, 3.857844737209438e-40, 1.9898438193412402e-43, 0.0]	ByqEpUpsedjJH6er4xwhOQ
Switzerland	['Austria', 'Switzerland', 'Slovenia', 'Bosnia and Herzegovina', 'Italy']	[0.9999988079071045, 1.231696728609677e-06, 4.499692719123205e-13, 9.301799090283281e-23, 6.027911475468282e-23]	qqp9pKSaq_aELqyi7jsYVA
Switzerland	['Switzerland', 'Italy', 'Austria', 'France', 'Norway']	[0.9931724667549133, 0.006827471312135458, 9.10764235601306e-16, 1.902744563751035e-19, 4.542255462679081e-31]	DIvnJcrN-Yh5xJleNOQ2FA
Switzerland	['Italy', 'Austria', 'Switzerland', 'Slovenia', 'Norway']	[1.0, 1.7474455932072115e-15, 1.9751728362962535e-16, 1.201692327306703e-23, 7.862549564966513e-30]	ki0Wsqw6MnHtFkuJYTSiFA
Switzerland	['Austria', 'Germany', 'Switzerland', 'Slovakia', 'Slovenia']	[1.0, 4.055158697724437e-08, 4.929600022456071e-13, 7.666919569105247e-15, 1.5588756310959966e-17]	EdvJoFR2Xfvg22IPerbzFJ
Switzerland	['Austria', 'Luxembourg', 'Germany', 'Switzerland', 'Slovenia']	[0.9999996423721313, 2.934480107796844e-07, 5.847180073459413e-09, 1.3176597399994217e-12, 6.010406129439964e-20]	Zk-pjNdk7cEmDjfp_byoLw
Switzerland	['Austria', 'Switzerland', 'Slovenia', 'Luxembourg', 'Germany']	[0.9988352656364441, 0.0011647429782897234, 3.8013025492870283e-16, 5.293031059814096e-23, 3.695168077391873e-26]	3Carsuuq_8_UJTxSigKPzQ
Switzerland	['Switzerland', 'Austria', 'Luxembourg', 'Germany', 'Slovenia']	[1.0, 1.0957210074165336e-13, 2.045493319257813e-19, 8.341624733263406e-22, 2.0312263584590379e-25]	iF6v9WGLlLlNGNYRVwX5Mw
Switzerland	['Austria', 'Switzerland', 'Slovenia', 'Germany', 'Italy']	[0.9056563973426819, 0.09403582662343979, 0.0003078081354033202, 9.266954642073253e-15, 8.986101141394251e-20]	stP3l_f2gx-vQba8QblKYg
Switzerland	['Austria', 'Switzerland', 'Germany', 'Slovakia', 'Slovenia']	[0.9999961853027344, 3.797705403485452e-06, 1.0031908402672717e-14, 3.5329357817689076e-33, 7.173246838878739e-42]	o74cprS6D3TmmNeO1AkYcg
Switzerland	['Slovakia', 'Kosovo', 'Austria', 'Switzerland', 'Bosnia and Herzegovina']	[0.9471933841705322, 0.04470827057957649, 0.008098366670310497, 1.224308501801552e-11, 1.0115241109998063e-11]	9JNjL3nU3KVo5fWGv-ljaQ
Switzerland	['Austria', 'Switzerland', 'Italy', 'Slovenia', 'North Macedonia']	[0.9889670014381409, 0.011021692305803299, 1.1313518371025566e-05, 4.8440996866679336e-15, 7.489086470901974e-20]	7lrqcAebEo7K-2XYIgJKMU
Switzerland	['Switzerland', 'Germany', 'Austria', 'Luxembourg', 'Denmark']	[0.8447840809822083, 0.15520000457763672, 1.5961641111061908e-05, 6.6041627546997066e-21, 5.672020026969069e-32]	_wVI4o2eUZ_HfmyzNAxrKA
Switzerland	['Austria', 'Switzerland', 'Germany', 'Slovakia', 'North Macedonia']	[1.0, 1.0285148384012177e-12, 5.284903669305903e-18, 5.034346214052211e-22, 2.3849356243268305e-28]	5_2RAduqyiKEdx-_D1d0ly
Switzerland	['Germany', 'Switzerland', 'Austria', 'Luxembourg', 'France']	[1.0, 4.609719272963275e-09, 4.155520372250976e-09, 1.1251857625198631e-27, 1.2306474207780413e-34]	4G7_nC-jGH6ShG6SsgdIxw
Denmark	['Denmark', 'Estonia', 'Sweden', 'Haiti', 'Ecuador']	[1.0, 1.6887417736372952e-36, 7.847271400218976e-44, 0.0, 0.0]	ykYr3oP7GPR5btUSOudD9w
Denmark	['Estonia', 'Denmark', 'Sweden', 'Latvia', 'Lithuania']	[1.0, 7.023216452850534e-10, 6.320080092950264e-13, 6.098128090563936e-18, 1.7353862626688567e-25]	wZoep0vh2TlZJ1XmQ0FnhA
Denmark	['Denmark', 'Estonia', 'Sweden', 'Netherlands', 'Portugal']	[0.9999988079071045, 7.49779701436637e-07, 5.023654239266762e-07, 3.371907468482586e-17, 2.1426678609823402e-18]	7aYQhomtLoqCqai9Jyej9Q
Denmark	['Denmark', 'Sweden', 'Norway', 'Netherlands', 'Haiti']	[1.0, 3.9651141346535024e-41, 1.975830834697992e-43, 0.0, 0.0]	IOukQVoWDUU6v9xI-Pb1TA
Denmark	['Denmark', 'Sweden', 'Norway', 'Estonia', 'Netherlands']	[1.0, 2.4132216869926397e-22, 7.2259731594358415e-34, 8.567592060223576e-39, 1.7516230804060213e-43]	4wT3QlzJmz7yIhABaHQ4iQ
Denmark	['Belgium', 'Denmark', 'Germany', 'Netherlands', 'Luxembourg']	[0.9999699592590332, 3.003318670380395e-05, 3.0980434884142483e-10, 2.1670920266614324e-12, 1.698012168031525e-21]	_9kqU_HNzt8mu0Q4yFMioA
Denmark	['Denmark', 'Sweden', 'Norway', 'Finland', 'Netherlands']	[1.0, 2.9202046086875385e-18, 2.217051483030106e-20, 4.010623376204178e-37, 1.6717490679395068e-42]	ZAprzMovpgjg1PfXP6pfcA
Denmark	['Netherlands', 'Belgium', 'Denmark', 'Germany', 'Sweden']	[0.9922041893005371, 0.007763273548334837, 3.259925506426953e-05, 5.008060372652112e-12, 1.2143163106007738e-22]	IOyvb0ksKh1KKaGvbaBaOA
Denmark	['Sweden', 'Estonia', 'Denmark', 'Finland', 'Latvia']	[0.9997460246086121, 0.00025396866840310395, 2.703600721076782e-08, 8.975616916373497e-10, 4.93252452156316e-20]	ho8BWlvRIYvkdg0dUbWRdA
Denmark	['Denmark', 'Sweden', 'Estonia', 'Norway', 'India']	[1.0, 2.89252444218846e-08, 6.338723092440312e-27, 1.1350517561031018e-42, 0.0]	JJM7MMZ6bdZ-m1gypXjdig
Denmark	['Belgium', 'Netherlands', 'Poland', 'Hungary', 'Slovakia']	[1.0, 4.720393997556527e-13, 4.364200041390327e-14, 1.2205506541918053e-16, 1.6168296625702634e-18]	B7FY1ss6EJ9xCENA3516WQ
Denmark	['Denmark', 'Sweden', 'Estonia', 'Norway', 'Germany']	[0.9998359680175781, 0.0001640242844587192, 5.343228526299981e-09, 2.0294832902006375e-18, 3.395760914580869e-20]	aZeoj-1RNU2gBpUOwaQxtA
Denmark	['Netherlands', 'Denmark', 'Belgium', 'Germany', 'Sweden']	[0.6831157207489014, 0.3134028911590576, 0.003481379011645913, 3.4076091422327245e-14, 6.486890851052443e-41]	DvK5mbXrGWo8v9zWoZ68_w
Denmark	['France', 'Belgium', 'Denmark', 'Germany', 'Luxembourg']	[0.8684472441673279, 0.1315527856349945, 2.1128964463462685e-12, 5.2835638425161036e-14, 2.761591444100546e-17]	D4hr5oZLrkR5YFyrBiiQ0g
Denmark	['Denmark', 'Sweden', 'Estonia', 'Norway', 'India']	[1.0, 2.3900138396589475e-16, 9.542658475613746e-29, 6.58610278232664e-44, 0.0]	5WKgExeil5KHYae_8sanoQ
Denmark	['Denmark', 'Sweden', 'Netherlands', 'Germany', 'Norway']	[1.0, 3.800058536246277e-26, 2.937370676039835e-37, 7.182537447697212e-38, 5.634480995203657e-41]	YZ80k3VHrfZDspQd7qX8Tg
Denmark	['Belgium', 'Netherlands', 'Germany', 'Slovenia', 'Denmark']	[1.0, 1.3566968659617373e-09, 5.571819047811566e-12, 2.6303610795686905e-15, 1.3962496396495807e-15]	VHYvE_u3zMT16ZUHuPDJMQ
Denmark	['Denmark', 'Norway', 'Estonia', 'New Zealand', 'United Kingdom']	[1.0, 3.3995460526486942e-12, 2.0612353337185858e-21, 1.5737674084963317e-22, 9.505878826413587e-24]	cvF3gbb8cbDIPUsZohHopg
Denmark	['Estonia', 'Luxembourg', 'Denmark', 'Czechia', 'Germany']	[0.9999139308929443, 8.600991714047268e-05, 8.535472773019137e-09, 3.910448853616799e-09, 3.688929717249323e-10]	YpPSV8BxuUWdqfeg8pU3Pg
Denmark	['Denmark', 'Sweden', 'Norway', 'Estonia', 'Ecuador']	[1.0, 3.996608599621254e-12, 5.916522422384903e-21, 2.1019476964872256e-44, 0.0]	g4jPHbhvoFcPJlCHqGxLiA
Denmark	['Denmark', 'Sweden', 'Norway', 'Ireland', 'Finland']	[0.9139241576194763, 0.08607587963342667, 6.029042154409581e-09, 8.951834412629367e-11, 3.392656294787244e-11]	gtpkC6f5yonEh9_Qy5oIMg
Denmark	['Sweden', 'Denmark', 'Norway', 'Finland', 'Estonia']	[0.9999998807907104, 6.955129094876611e-08, 5.524692703318124e-09, 1.8521957261545685e-21, 1.417793956533778e-22]	5aOFtQ6LXOVXP_hyyzErtQ
Denmark	['Belgium', 'Denmark', 'Germany', 'Netherlands', 'Estonia']	[0.9999078512191772, 9.217891056323424e-05, 1.3420885135259083e-30, 1.0880179168555636e-30, 1.2908965034001112e-36]	fCYx-ASztvHRSTZ5Ypd1Eg
Denmark	['Sweden', 'Denmark', 'Norway', 'Finland', 'Luxembourg']	[0.9999462366104126, 3.469398870947771e-05, 1.908572630782146e-05, 5.0799269127002435e-23, 2.5633787512788303e-29]	CGSRhck7b_WzZTjL5Mw92g
Denmark	['Denmark', 'Netherlands', 'Belgium', 'Ireland', 'United Kingdom']	[1.0, 1.608785600939501e-14, 2.320512252721997e-25, 1.8738622449636082e-31, 8.298899805921921e-38]	zghff2fA5dQ9RT50RQOR7A
Denmark	['Denmark', 'Sweden', 'Norway', 'Estonia', 'Ecuador']	[1.0, 1.0085683673692647e-33, 1.5271350664211856e-41, 8.407790785948902e-44, 0.0]	6OitH1t3MdxkhIk_F8w-HQ
Denmark	['Denmark', 'Sweden', 'Estonia', 'Finland', 'Latvia']	[1.0, 2.130797227550829e-08, 1.1430263745053348e-13, 3.0589880202808637e-22, 1.220214485538453e-25]	18kroHvi2u6E9_7Mpfswug
Denmark	['Estonia', 'Denmark', 'Sweden', 'Norway', 'Finland']	[0.7912888526916504, 0.20870669186115265, 4.535613697953522e-06, 6.426583495815002e-16, 8.068916919244495e-18]	y5iYBjhu851eGFiJuNrlcA
Denmark	['Denmark', 'France', 'Belgium', 'Ireland', 'Estonia']	[1.0, 2.0197724243976867e-13, 1.3452798900998174e-19, 1.3228479151101157e-19, 5.4635457173712206e-21]	iqkMUnLsJVSRm77WqeehVg
Denmark	['Sweden', 'Denmark', 'Norway', 'Finland', 'Estonia']	[0.9999855756759644, 1.440678897779435e-05, 2.4907096635551995e-23, 3.4142329941825475e-28, 9.49964372015508e-33]	kgwFfDCki3bC99T-RspeKw
Denmark	['Denmark', 'Sweden', 'Norway', 'Estonia', 'Ireland']	[1.0, 1.1984218305227667e-11, 2.5867015351151482e-20, 6.072826276904695e-25, 1.2005718605540294e-27]	xls5WEDOafGPNlZucuHFeg
Denmark	['Denmark', 'Sweden', 'Norway', 'Estonia', 'Finland']	[1.0, 1.0256793923015615e-17, 2.539328738865781e-23, 1.1626757222243106e-27, 1.0775364982846487e-28]	r2HWhp2tXWgX_G2lcTRCtg
Denmark	['Denmark', 'Sweden', 'Estonia', 'Haiti', 'Ecuador']	[1.0, 6.330943954702578e-34, 2.1005463980229008e-42, 0.0, 0.0]	VQSSmarjZevP8ePpv-tClg
Denmark	['Sweden', 'Denmark', 'Norway', 'Finland', 'Estonia']	[1.0, 1.5235142036829075e-09, 2.3634109336094663e-18, 3.916021397462557e-26, 2.9247802200436604e-30]	aCs662ZxTvOMUNcbZ9ABJQ
Denmark	['Ireland', 'Germany', 'Denmark', 'Belgium', 'Austria']	[0.9999982118606567, 1.732099917717278e-06, 4.230192229354645e-15, 1.927269031040683e-21, 8.771414416557769e-25]	vLAiOPHwrEnJWeKJrKX_bQ
Denmark	['Denmark', 'Sweden', 'Estonia', 'Norway', 'India']	[1.0, 1.1516388504349402e-22, 5.503682114985421e-38, 1.3897238791393405e-38, 0.0]	3qN662cwzvSLPH2Il1pmNg
Denmark	['Denmark', 'Netherlands', 'Belgium', 'Estonia', 'Sweden']	[1.0, 7.967082512241634e-28, 6.448242910305746e-30, 2.250807632352451e-40, 3.9051385603804e-41]	dY-J3Chlgt74j6ilgyV77Q
Denmark	['Denmark', 'United Kingdom', 'Netherlands', 'Sweden', 'Belgium']	[1.0, 4.835792159574831e-17, 3.941841967416223e-20, 1.0283536840240516e-20, 7.595367870505101e-22]	E6t08LrCdYTcUXs-kZ3vgA
Denmark	['Denmark', 'Belgium', 'Netherlands', 'Germany', 'Norway']	[1.0, 1.638982283225232e-08, 1.5770651451418871e-09, 1.8502933691489663e-24, 1.9366435231431486e-39]	Y4TJa-FXaeeAkyscbt2iqA
Denmark	['Denmark', 'Sweden', 'Latvia', 'Estonia', 'Norway']	[1.0, 9.678385764364887e-27, 1.9296251343889327e-30, 4.159883137079762e-31, 5.492553603458535e-35]	jMFacYluhY3SY9_KSZu7Dw
Denmark	['Denmark', 'Sweden', 'Norway', 'Netherlands', 'Haiti']	[1.0, 5.146413298014009e-26, 4.056798851096732e-38, 0.0, 0.0]	VZVVsqzriGmCVpR7475WfA
Denmark	['Denmark', 'Sweden', 'Norway', 'Finland', 'Estonia']	[0.5635656118392944, 0.43643438816070557, 1.9131861351238955e-13, 1.9392958661690622e-33, 2.931682749521202e-37]	dvUBiNZj9OKle6W66jxNsg
Denmark	['Netherlands', 'Denmark', 'Belgium', 'Germany', 'Sweden']	[0.46205633878707886, 0.2997313141822815, 0.20532429218292236, 0.032888028770685196, 1.1012877876195962e-24]	o15XXceHvVw5VM858MJK-w
Denmark	['Denmark', 'Norway', 'Sweden', 'Estonia', 'India']	[1.0, 8.293259881897452e-17, 2.4823819429687072e-21, 7.006492321624085e-45, 0.0]	a9Nkm_dm4iBs3p6Rk6BWhQ
Denmark	['Denmark', 'Sweden', 'Haiti', 'Netherlands', 'Ecuador']	[1.0, 5.74532370373175e-44, 0.0, 0.0, 0.0]	aI3KiJozxm-ptUkNtWI2dA
Denmark	['Denmark', 'Belgium', 'Germany', 'Estonia', 'France']	[1.0, 1.9916578108958305e-10, 6.64182860728342e-14, 5.252550302899627e-16, 2.272199105559069e-21]	Eup7YLqmnIpKoTXZaRjh7Q
Denmark	['Denmark', 'Sweden', 'Norway', 'Estonia', 'Ecuador']	[1.0, 2.132847647067119e-22, 3.539558484563624e-26, 8.631998540240873e-43, 0.0]	l-sZ46mEjDIuW-3slM81vw
Denmark	['Denmark', 'Belgium', 'Netherlands', 'Germany', 'Norway']	[1.0, 3.539633796029e-14, 5.78658306845698e-24, 3.5223058500474076e-25, 1.737941848445542e-27]	zZNDNcnJTFoU-ztfkkc7Xg
Denmark	['Denmark', 'Sweden', 'Norway', 'Netherlands', 'Estonia']	[1.0, 1.7522877680115068e-12, 1.2214893856800192e-27, 2.802596928649634e-45, 1.401298464324817e-45]	Ce-FozzVa_1tO5mevcv2-g
Denmark	['Denmark', 'Netherlands', 'Germany', 'Belgium', 'Sweden']	[0.9685471057891846, 0.03145286440849304, 1.7769463743315395e-13, 3.4360874195938406e-17, 5.684293383920362e-22]	Tn8xtgSMUWBQFyp7SZYh6w
Denmark	['Sweden', 'Denmark', 'Estonia', 'Norway', 'Finland']	[0.9986910223960876, 0.0013089670101180673, 9.600983990647118e-16, 5.807495584996306e-16, 1.2369819353156811e-17]	UoiHLncy0vBTkaMrg9W3LQ
Denmark	['Denmark', 'Netherlands', 'Belgium', 'Germany', 'France']	[0.9999977350234985, 2.3203613181976834e-06, 9.898452432602171e-16, 8.565374055394388e-26, 3.7477601064876914e-35]	bnKeCKiMnyvaDHwJbtR-DQ
Denmark	['Denmark', 'Belgium', 'Sweden', 'Norway', 'France']	[1.0, 1.9167034626121904e-10, 4.128929864026867e-15, 1.6287701956582253e-19, 1.1662340615733003e-19]	x-qG3X0zs2vtB5vpKkro5A
Denmark	['Denmark', 'Germany', 'Norway', 'Sweden', 'Estonia']	[1.0, 1.3790247166411973e-08, 1.0425638130584503e-08, 4.0025760483786144e-11, 9.605229805975668e-12]	mu18ylpSyKORK5am6j0o-A
Denmark	['Denmark', 'Sweden', 'Germany', 'France', 'Norway']	[1.0, 6.359969573453769e-33, 1.5109479287813284e-33, 1.3996449321369138e-40, 4.792440747990874e-43]	c0rih6ewUH7_IfSr7anFRA
Denmark	['Denmark', 'Sweden', 'Norway', 'Netherlands', 'Haiti']	[1.0, 9.280039387731937e-25, 5.726980706833738e-40, 0.0, 0.0]	rVNI2I7ZSqXNfSU7lbMpYg
Denmark	['Denmark', 'Sweden', 'Estonia', 'Norway', 'Latvia']	[1.0, 9.104818565752737e-10, 2.3492526517510673e-19, 4.318475011185572e-22, 1.6803358272512141e-22]	8sGHCNLkB1Kk8_6EJNWnUQ
Denmark	['Denmark', 'Sweden', 'Norway', 'Estonia', 'Poland']	[1.0, 8.703500106693126e-18, 6.652487373099265e-19, 5.081993473312078e-19, 5.3429203983973095e-25]	mbtznsU8GcpJMWvLwkQtwg
Denmark	['Denmark', 'Estonia', 'Sweden', 'Norway', 'Finland']	[0.9998061060905457, 0.0001763864711392671, 1.7553325960761867e-05, 8.361530737446149e-17, 1.0439277178125779e-19]	5z423RfbYS1RKTYFSNwmpg
Denmark	['Norway', 'Denmark', 'Sweden', 'Estonia', 'Finland']	[1.0, 1.5643678019650054e-10, 3.985117549673766e-18, 1.574919344054662e-41, 5.605193857299268e-45]	ylC-IH2WabevAj4F724u1Q
Denmark	['Sweden', 'Denmark', 'France', 'Estonia', 'Portugal']	[0.9516263604164124, 0.04837363585829735, 8.998507454715263e-18, 1.4444857531486404e-21, 4.287664754800281e-23]	3lFei_9icDfHuC7NKMMkWA
Denmark	['Denmark', 'Sweden', 'Norway', 'Estonia', 'Netherlands']	[1.0, 3.0953197476446247e-21, 2.1690132423802187e-31, 1.938800000407557e-34, 3.951661669395984e-43]	sIMeWUG_NBOdLuuQrlV9EA
Denmark	['Denmark', 'Sweden', 'Norway', 'Netherlands', 'Haiti']	[1.0, 1.5158826397526574e-40, 2.0739217272007293e-43, 0.0, 0.0]	x44UdnwfnZR_ntsFrm4S2A
Denmark	['Germany', 'Netherlands', 'Denmark', 'Belgium', 'Sweden']	[0.9994301199913025, 0.0005698984605260193, 1.718599484945571e-08, 1.3535347322124469e-11, 1.1444509038954281e-36]	7XhQ0aXjF4k95KuxowWFVA
Denmark	['Belgium', 'Denmark', 'Germany', 'France', 'Netherlands']	[0.9999997615814209, 2.2468564964128745e-07, 2.1804689165350055e-09, 1.3622727900646198e-22, 3.561891105975552e-27]	IY4bn_-oJ9vvI6ylmqu-lg
Denmark	['Belgium', 'Germany', 'Netherlands', 'Denmark', 'Luxembourg']	[1.0, 8.34152125150922e-09, 1.1444809683291979e-10, 2.657866133927911e-23, 7.272755035746519e-29]	Wz9rxDLhnZljdDKfxJjB9g
Denmark	['Sweden', 'Norway', 'Denmark', 'Finland', 'Ecuador']	[1.0, 7.949517495740298e-25, 3.6127743908104163e-25, 2.574781443403931e-26, 0.0]	wCxrj0rYzUa6r4wml0Nrbg
Denmark	['Sweden', 'Denmark', 'Norway', 'Finland', 'Ecuador']	[1.0, 2.4293978287404094e-12, 1.6927173833149861e-18, 8.674440191271546e-31, 0.0]	3PCM97P9Rx2jEOzcFDEVIg
Denmark	['Denmark', 'Sweden', 'Estonia', 'Haiti', 'Ecuador']	[1.0, 2.68783882127343e-18, 2.1339738477948087e-34, 0.0, 0.0]	vtgDf2HKOHGf8xQrpRAhzg
Denmark	['Denmark', 'Sweden', 'Estonia', 'Latvia', 'Norway']	[1.0, 1.961493869849792e-37, 1.8878026664675714e-39, 6.58610278232664e-43, 4.203895392974451e-44]	TQYFIkIteClgzWCy0Qud1Q
Denmark	['Denmark', 'Norway', 'Sweden', 'Netherlands', 'Belgium']	[1.0, 1.5345924497253114e-22, 7.116069580421742e-32, 2.3261554507791963e-43, 1.401298464324817e-45]	mst4X3F3Vpfc1SsrSIw50w
Denmark	['Denmark', 'Poland', 'Estonia', 'Croatia', 'Belgium']	[0.5415652990341187, 0.4584297835826874, 4.913364136882592e-06, 3.860754489541651e-13, 1.0875477493392516e-13]	7r5pPC3-PfWtUwt4VJViow
Denmark	['Denmark', 'Estonia', 'Sweden', 'Norway', 'Germany']	[1.0, 8.980267658987326e-16, 5.024933003694522e-19, 4.766407348296262e-21, 2.480714001252169e-30]	gykBovcagnuFnmIQQN2YZg
Denmark	['Croatia', 'Serbia', 'Bulgaria', 'Estonia', 'North Macedonia']	[0.9998894929885864, 0.00011033516057068482, 1.0884797774224353e-07, 9.739517281559529e-08, 4.9717430172790955e-09]	5xD6NdU52yDMCcNakA1gZg
Denmark	['Luxembourg', 'Denmark', 'Norway', 'Sweden', 'Germany']	[0.7429758906364441, 0.19177521765232086, 0.06341275572776794, 0.0018358731176704168, 2.728642414240312e-07]	h2ODBUyKXhqDObiWbr0qSw
Denmark	['Denmark', 'Germany', 'Sweden', 'Norway', 'Luxembourg']	[1.0, 3.806058522818831e-14, 1.5746593745568506e-18, 2.523731499376887e-24, 5.346958810894656e-32]	m8b7fkvqN-WPMi4D_hfeOw
Denmark	['Belgium', 'Netherlands', 'Denmark', 'France', 'Luxembourg']	[1.0, 2.227096979057208e-12, 1.6248601856366784e-12, 7.578314840624763e-16, 4.486075499428743e-19]	qvwnjU_ix2UylO9_d2xEeA
Denmark	['Denmark', 'United Kingdom', 'Luxembourg', 'France', 'Norway']	[1.0, 1.2712010610815838e-10, 1.0003382844292474e-10, 1.799226898382706e-14, 8.566212113247088e-18]	b7PJ1D172CAtuCEJ9Uo4Qw
Denmark	['Denmark', 'Sweden', 'Norway', 'Netherlands', 'Luxembourg']	[0.9999661445617676, 3.38744321197737e-05, 1.5592988166973787e-17, 1.3702650743724377e-20, 9.408011164790057e-24]	xJnM20edcHa-0xWjvQ6wMA
Denmark	['Belgium', 'Germany', 'Denmark', 'Netherlands', 'Austria']	[0.9999997615814209, 2.784931609767227e-07, 3.511088295105047e-11, 9.336797421365464e-14, 1.1533544070714522e-20]	0dmtdb3ai9Q71hUo0doMJw
Denmark	['Denmark', 'Sweden', 'Germany', 'Norway', 'Haiti']	[1.0, 4.111083484602153e-34, 9.110942737168595e-38, 1.1345472886559449e-40, 0.0]	Cg-dPZDVptY2havX02Wo_g
Denmark	['Denmark', 'Sweden', 'Norway', 'Netherlands', 'Haiti']	[0.999997615814209, 2.392702526776702e-06, 1.3811105002369774e-32, 0.0, 0.0]	c3siEo9IpgyHly4_bi1-bw
Denmark	['Denmark', 'Sweden', 'Finland', 'Ireland', 'Norway']	[1.0, 5.370728361603932e-26, 2.6300899929026853e-30, 8.731923882652607e-35, 1.6535084218813292e-37]	-eSOytzm9x7w-MTTOYcEFQ
Denmark	['Denmark', 'Estonia', 'Sweden', 'Latvia', 'Finland']	[0.9967424273490906, 0.0030399125535041094, 0.00021764500706922263, 2.438407277743221e-14, 8.257616629597873e-15]	lKYKxzQKlu3yrKd9Xjl1cw
Denmark	['Slovenia', 'Austria', 'Germany', 'Italy', 'Croatia']	[0.9702029824256897, 0.02673688717186451, 0.003060081508010626, 1.2569191520928058e-10, 2.266375021681144e-13]	aDQMHn1A40xSdwDjZNmMFw
Denmark	['Denmark', 'Estonia', 'Latvia', 'Poland', 'Lithuania']	[0.8823107481002808, 0.1176893338561058, 1.0830396135474984e-08, 7.073422251570316e-13, 4.560970877235185e-14]	axcLbw0yZu-WPLuiZsOXZg
Denmark	['Denmark', 'Estonia', 'Sweden', 'Belgium', 'Germany']	[1.0, 3.266031650857315e-13, 2.6552647884245384e-13, 1.6471040387198826e-17, 7.785671110180582e-21]	dvzSll8UbFTlCuBJM3_2ww
Denmark	['Denmark', 'Sweden', 'Estonia', 'Norway', 'Germany']	[1.0, 7.08536911180937e-35, 2.9093384737777693e-35, 6.523044351432023e-42, 2.9147008057956195e-43]	fVabcePScbkjN-F8Tqrnng
Denmark	['Denmark', 'Sweden', 'Norway', 'Finland', 'Estonia']	[0.9999996423721313, 3.235707595194981e-07, 9.648795967751572e-24, 1.2775802051169683e-38, 7.969314687372417e-39]	AesHJCxYl37EE8taFplF5g
Denmark	['Denmark', 'Sweden', 'Estonia', 'Norway', 'Germany']	[1.0, 3.110683436638624e-14, 1.4952675264858124e-16, 1.2923746651522447e-22, 1.8582784657506463e-25]	f-9RyuDGIV6nuqiLgqW9Dg
Denmark	['Netherlands', 'Denmark', 'Belgium', 'Germany', 'France']	[0.9998830556869507, 0.00011507330782478675, 1.8712596556724748e-06, 9.139000918639735e-25, 1.961817850054744e-44]	wweYXNfTa7YZe58snvffMg
Denmark	['Denmark', 'Netherlands', 'Belgium', 'Sweden', 'Haiti']	[1.0, 3.264486426435506e-36, 2.43502513106952e-38, 8.407790785948902e-45, 0.0]	r5jO5uKl2fRrhFqvEshpVQ
Denmark	['Denmark', 'Sweden', 'Norway', 'Germany', 'Estonia']	[1.0, 1.0598609612444538e-19, 3.250681097375239e-28, 1.0945712702734408e-37, 2.590734613828365e-39]	0ZsHgNSuVaRBlTqVBt9GZw
Denmark	['Denmark', 'Belgium', 'Netherlands', 'Germany', 'Sweden']	[1.0, 4.858700811478417e-25, 1.4887687476106208e-37, 1.9010931416226137e-38, 0.0]	g3UfIyh4FPWZfZhsAMpmmg
Denmark	['Denmark', 'Sweden', 'Norway', 'Estonia', 'Finland']	[1.0, 3.64631420760389e-14, 1.2131227492600325e-25, 3.0624215054966975e-29, 6.537402055497496e-39]	kcmjp3RiZy4ElhjVInzFaA
Denmark	['Denmark', 'Germany', 'Belgium', 'Netherlands', 'Austria']	[0.9790964722633362, 0.02089974284172058, 3.754480530915316e-06, 1.0873003774698218e-17, 7.316293404023322e-18]	8HGpflPRl9fo_fryN_wACg
Denmark	['Belgium', 'Germany', 'Denmark', 'Latvia', 'Austria']	[0.994350790977478, 0.005633952561765909, 1.2676688129431568e-05, 2.3621175841981312e-06, 1.5613647974532796e-07]	vQnc09MXKDLBxvOO5IhrOA
Denmark	['Sweden', 'Denmark', 'Norway', 'Finland', 'Belgium']	[0.9996188879013062, 0.0003810640482697636, 2.276748017546182e-12, 5.899665790126651e-21, 4.312185776479623e-38]	WfArS1-iT1rprxprV_lmOQ
Denmark	['Denmark', 'Estonia', 'Latvia', 'Norway', 'Sweden']	[1.0, 7.66855688379229e-15, 1.227109955118589e-31, 3.231490219651865e-37, 4.6573920097900345e-38]	aKkqZ8f6Yg7O2NLV0jCIvg
Denmark	['Denmark', 'Belgium', 'Estonia', 'Luxembourg', 'Germany']	[0.9979636669158936, 0.002036304911598563, 1.403349681571703e-15, 1.5534189852927803e-16, 3.876716357579304e-19]	VZFUCU_qaq7dYWWJ6WFYsg
Thailand	['Philippines', 'Thailand', 'Panama', 'Cambodia', 'Malaysia']	[0.9999998807907104, 1.1735063765172526e-07, 4.148171139917167e-09, 1.5608066054884073e-13, 9.716465245062336e-24]	IOb6P4DmpC6XDpnV-urZBg
