Gold	Predictions	Probabilities	Filename
Turkey	['Turkey', 'Greece', 'North Macedonia', 'Cyprus', 'Georgia']	[1.0, 4.262506286330729e-27, 4.4294475328343973e-35, 9.499295118351383e-36, 4.203895392974451e-45]	EK7nqZWp6e6a3fCTW8SGsg
Turkey	['Turkey', 'Kosovo', 'Georgia', 'North Macedonia', 'China']	[1.0, 1.1026756301928757e-16, 5.55349898365727e-22, 1.7691643419694865e-22, 2.506205489625457e-30]	XpR-pRYu__KZrC-_PI6jNW
Turkey	['North Macedonia', 'Slovakia', 'Bulgaria', 'Serbia', 'Bosnia and Herzegovina']	[0.9999988079071045, 1.1451980981291854e-06, 7.728826606490102e-11, 1.6549347612790366e-12, 1.0472674702270701e-13]	Vj6weZ2SeXvJkgYF3AbNza
Turkey	['Turkey', 'Kosovo', 'Cyprus', 'Georgia', 'North Macedonia']	[1.0, 1.4102819389724686e-12, 9.594612681609765e-19, 1.4410979055830519e-24, 1.5374253471040161e-26]	xeS4gLB-X_hYQSB6Y5en3Q
Turkey	['Turkey', 'Kosovo', 'Cyprus', 'Bosnia and Herzegovina', 'North Macedonia']	[1.0, 1.3983010475687122e-16, 1.8204583169128133e-27, 2.8575602338687244e-31, 4.8442663703954634e-39]	V0rFnupH6dQdpYgy7a_aOA
Turkey	['Kosovo', 'North Macedonia', 'Romania', 'Bulgaria', 'Bosnia and Herzegovina']	[1.0, 2.9407254626204193e-13, 9.358286022550507e-17, 9.990323325465167e-22, 8.517459075419572e-27]	dLVModMNEKIOBgPMxlAz7A
Turkey	['Turkey', 'Cyprus', 'Georgia', 'Kosovo', 'Algeria']	[1.0, 1.7036959644964407e-35, 9.359538689933675e-39, 2.3330456353282815e-39, 2.802596928649634e-45]	-L0g35RRzchXI3WVZpJlig
Turkey	['Turkey', 'Kosovo', 'Georgia', 'North Macedonia', 'Finland']	[1.0, 9.629845405825695e-20, 1.7664843921478334e-25, 7.430843342890564e-35, 0.0]	41vqgVyhBVXcrNDrUw6Svw
Turkey	['Russia', 'North Macedonia', 'Kazakhstan', 'Bulgaria', 'Bosnia and Herzegovina']	[0.7932403683662415, 0.11983449757099152, 0.08263538777828217, 0.004286035429686308, 3.6794142488361103e-06]	heuHXb6wT5lDUTRFlVqeZc
Turkey	['Turkey', 'Cyprus', 'Greece', 'Algeria', 'North Macedonia']	[0.9491767883300781, 0.050822995603084564, 2.253849231692584e-07, 2.3679945299808023e-15, 1.0502385434600865e-22]	SpdbSsEJfNRebYBs8EOYY9
Turkey	['Turkey', 'Italy', 'Cyprus', 'North Macedonia', 'France']	[1.0, 5.009894157054787e-17, 4.3805659627347047e-20, 1.262586797743669e-21, 1.2348617836556605e-25]	U1u9zdl5YT5FRcgWQ3x3GA
Turkey	['Portugal', 'Cyprus', 'North Macedonia', 'Algeria', 'Italy']	[1.0, 4.428329244640129e-14, 5.434834863643186e-15, 5.4564570736877465e-16, 3.0568217198827054e-20]	dKVmk2KA-T2_cMd-JEQlDA
Turkey	['Turkey', 'Kosovo', 'Georgia', 'North Macedonia', 'Iran']	[1.0, 2.370800765551978e-30, 2.0266846214815263e-31, 1.3116153626080288e-42, 4.736388809417882e-43]	sLaOT2qZ8-D53epCFHlMog
Turkey	['Spain', 'Slovakia', 'Croatia', 'Serbia', 'Hungary']	[1.0, 3.941002732488208e-11, 3.799904799581801e-23, 2.1530623655355883e-23, 1.1858852310954975e-24]	TDIiBjPQSWAlBZ3LC__iZM
Turkey	['Turkey', 'North Macedonia', 'Greece', 'Bulgaria', 'Kosovo']	[1.0, 6.775135260051993e-34, 1.909382450717638e-34, 1.0183760998935757e-34, 7.726854401769214e-35]	_-wM51bk5g_9_OccsyzDNw
Turkey	['Turkey', 'Georgia', 'Kosovo', 'China', 'South Africa']	[1.0, 3.042218966049178e-42, 5.605193857299268e-45, 0.0, 0.0]	7D1Y-hCvRhtaT33TLqcdaw
Turkey	['Canada', 'North Macedonia', 'Turkey', 'Kazakhstan', 'Switzerland']	[0.9293713569641113, 0.06994336098432541, 0.0006852822843939066, 4.8449319223209386e-08, 9.722167071402055e-09]	vcVjSY_fB3JKnNiuCap0Hw
Turkey	['Turkey', 'Kosovo', 'North Macedonia', 'Georgia', 'Bulgaria']	[0.9999233484268188, 7.662102143513039e-05, 6.164669885677654e-10, 4.313082254841853e-18, 4.2917236145515984e-21]	ea-Y_r0CTherIdqfi6KMHA
Turkey	['Croatia', 'Greece', 'Portugal', 'Cyprus', 'Spain']	[0.8104361891746521, 0.18951688706874847, 4.689504930865951e-05, 6.240198047180456e-08, 7.378649913292179e-10]	ixD1-Xa-4BexX8-Z6r8OO6
Turkey	['Kosovo', 'Turkey', 'North Macedonia', 'Cyprus', 'Bosnia and Herzegovina']	[0.8858948945999146, 0.06208769232034683, 0.041725702583789825, 0.010291692800819874, 6.992381784698409e-09]	mbaIwewhE4JgYhNOIJvzCl
Turkey	['Turkey', 'Cyprus', 'North Macedonia', 'Greece', 'Kosovo']	[0.9999986886978149, 1.284205950469186e-06, 1.7147829217361914e-22, 7.190943623076276e-23, 2.8018887356346667e-25]	sy38Cx6FZczrjxAHDAXZm8
Turkey	['Oman', 'Turkey', 'Malta', 'Bahrain', 'Algeria']	[0.9945343732833862, 0.0054252417758107185, 2.8863594707218e-05, 1.0297601875208784e-05, 4.901960437564412e-07]	0ERhqi2Ivp05tzC2MMnW1Q
Turkey	['Turkey', 'Kosovo', 'Georgia', 'North Macedonia', 'Bulgaria']	[1.0, 5.346133149890242e-13, 7.824070132743452e-23, 1.3414895237645394e-24, 4.758520356844042e-37]	_OgP4TvMqiKCTQnVyor4nw
Turkey	['Turkey', 'Guatemala', 'Chile', 'Mexico', 'Ethiopia']	[0.6972869038581848, 0.3027130663394928, 5.294127447541541e-08, 7.0835106669164816e-09, 7.483987318757102e-10]	YEfOE_BZKXAuip2Zp9gFAA
Turkey	['Turkey', 'Cyprus', 'Lebanon', 'Malta', 'Iran']	[0.9999982118606567, 1.8392023548585712e-06, 9.303281555840385e-16, 1.430875163608515e-22, 2.5082169719539052e-24]	aUQAxrlz5oy3MtLmR65Nxw
Turkey	['Iran', 'North Macedonia', 'Turkey', 'Kazakhstan', 'Cyprus']	[0.42496851086616516, 0.24340665340423584, 0.18472249805927277, 0.14676213264465332, 0.00014020956587046385]	08UXNl5ya2Vz2c1lguYhRt
Turkey	['Turkey', 'Greece', 'Cyprus', 'Bulgaria', 'North Macedonia']	[0.6100786328315735, 0.2407766729593277, 0.14913707971572876, 4.959380930813495e-06, 1.8073305909638293e-06]	TXD8WgpgsO_o36rgpdVC1t
Turkey	['Turkey', 'Cyprus', 'Kosovo', 'Malta', 'Morocco']	[1.0, 2.0644322656170682e-19, 5.348264785118419e-32, 2.1417889107646096e-32, 2.4170681982210883e-33]	eZ442Rf-Vps2GbYsAGKC9Q
Turkey	['Turkey', 'Georgia', 'Cyprus', 'North Macedonia', 'Iran']	[1.0, 2.8692981400557e-34, 2.8679068896860916e-35, 2.087794581997545e-41, 6.165713243029195e-44]	UR8O6WYbobYyxw2VETVBMA
Turkey	['Turkey', 'China', 'Algeria', 'Cyprus', 'Greece']	[1.0, 4.497360896585834e-22, 3.3241587280448566e-32, 3.4442810998558446e-34, 2.6200077387481105e-41]	l48-RADlIvDTuuzBoPgGrg
Turkey	['Turkey', 'Georgia', 'North Macedonia', 'Cyprus', 'Greece']	[1.0, 8.266278491086891e-19, 3.5054350774574292e-22, 1.078900763154897e-23, 8.48799080050796e-31]	DVkiUobwccjYVMwzqQPwXA
Turkey	['Morocco', 'Algeria', 'Spain', 'Cyprus', 'Lebanon']	[0.978358805179596, 0.021641163155436516, 4.942264045931788e-13, 3.29339565372934e-16, 4.7746539170120565e-17]	haiudIU8OJUYwavzwBeHa4
Turkey	['Turkey', 'Iran', 'Cyprus', 'Georgia', 'North Macedonia']	[1.0, 2.46073304231644e-30, 1.0037411079821168e-31, 7.207277289127998e-35, 7.176112339534932e-35]	60BSajsn-CDkBWrBvagJVA
Turkey	['Turkey', 'North Macedonia', 'Kosovo', 'Kazakhstan', 'Mongolia']	[1.0, 4.8058275935838857e-20, 1.1579824280726206e-22, 8.425597714446734e-24, 4.606067603820165e-37]	29QWgQv-nlTd_ve_-6iweQ
Turkey	['Turkey', 'Cyprus', 'Greece', 'North Macedonia', 'Bulgaria']	[0.9999967813491821, 3.2136442769115092e-06, 1.229094408715381e-13, 1.101610382347139e-20, 6.252697428276333e-21]	aDAa5iLQ93k6ANu--ieiQg
Turkey	['Turkey', 'Georgia', 'Cyprus', 'North Macedonia', 'Kosovo']	[1.0, 5.17672515311168e-30, 1.5992866598534095e-32, 1.5898028448993722e-33, 7.143820916374443e-37]	dnkUuNFGb_zbXFCFvH1GJA
Turkey	['Cyprus', 'Morocco', 'Greece', 'Algeria', 'Turkey']	[0.9995657801628113, 0.0004328610666561872, 1.2708262602245668e-06, 2.353168504498626e-08, 5.720607321180182e-10]	aE122CPSDHTc4zQVUIDEic
Turkey	['Cyprus', 'North Macedonia', 'Turkey', 'Greece', 'Israel']	[1.0, 4.217912043941174e-12, 3.52329930496296e-18, 5.306358667592579e-25, 9.158868665575358e-28]	0CgGu_ID-VKD-pR4SlGGHw
Turkey	['North Macedonia', 'Chile', 'Cyprus', 'Greece', 'Turkey']	[0.9999475479125977, 3.9978924178285524e-05, 1.2483171303756535e-05, 5.2901473352299386e-20, 4.0496220791839306e-26]	VV6ugZbfIpkE6HrMIU1KBq
Turkey	['Turkey', 'Kosovo', 'Georgia', 'Cyprus', 'Bosnia and Herzegovina']	[1.0, 1.0580862007570728e-29, 1.1818983500060193e-30, 5.998043036194745e-34, 9.178504941327552e-42]	_chIqpm8TjidAct1Qc_dbQ
Turkey	['Turkey', 'Iran', 'Algeria', 'Morocco', 'Cyprus']	[0.9999997615814209, 1.8066126017401984e-07, 8.037040271583612e-14, 1.64593172262157e-14, 6.947887276224701e-16]	W9sqdcfoUJECaEpr693yXQ
Turkey	['Turkey', 'Israel', 'Georgia', 'Cyprus', 'Kosovo']	[1.0, 1.813356257622833e-17, 9.323786778566616e-26, 1.116092412065066e-28, 1.5480386972927995e-30]	8FTNtKbKqef7kaQAAY6eLh
Turkey	['Slovakia', 'Austria', 'Romania', 'Bosnia and Herzegovina', 'Slovenia']	[1.0, 8.348679525482794e-10, 1.029858490153579e-10, 7.458320447547575e-16, 9.546357777087504e-17]	hqHoCQfCdIGAxZfY5S1L6J
Turkey	['Turkey', 'Georgia', 'Kosovo', 'North Macedonia', 'Finland']	[1.0, 9.200951258010502e-30, 5.2039136345832295e-36, 4.245934346904196e-43, 0.0]	lzDU2xRS2DThY1F-nQB0Zg
Turkey	['Turkey', 'Georgia', 'Australia', 'South Africa', 'Sweden']	[1.0, 6.866362475191604e-44, 0.0, 0.0, 0.0]	yb3cJSu5WFY4aMK37fjCiw
Turkey	['Bulgaria', 'North Macedonia', 'Georgia', 'Kosovo', 'Russia']	[0.9992867112159729, 0.0007120975060388446, 1.1751732245102176e-06, 8.874552204218844e-10, 3.090933758942427e-11]	TOFJJaA00BoWN1TBSDymcQ
Turkey	['Turkey', 'Algeria', 'Hungary', 'Belgium', 'Portugal']	[1.0, 5.618261498391286e-12, 2.300466132691692e-13, 1.7231272561157168e-13, 7.566017446889936e-14]	bmWHQAb8rFIMSj0iLjIOqQ
Turkey	['Turkey', 'North Macedonia', 'Greece', 'Cyprus', 'Bulgaria']	[0.9998902082443237, 0.0001097174099413678, 1.599960341991391e-08, 3.2058843039065322e-27, 9.23835703990621e-35]	22zmIkobRySsbwPfEWbbcA
Turkey	['Turkey', 'North Macedonia', 'Cyprus', 'Greece', 'Bulgaria']	[0.9995724558830261, 0.0002804691030178219, 0.0001470140996389091, 8.430716113292172e-14, 3.2691082536890634e-21]	wwuLN3ASHpQWuQHq8SjWUg
Turkey	['Turkey', 'Cyprus', 'Greece', 'North Macedonia', 'Georgia']	[1.0, 1.0246326864564642e-22, 3.472812648659959e-37, 4.3244070609063855e-42, 1.401298464324817e-44]	V4X9rSxhA78N5IEO5Az-jw
Turkey	['Spain', 'Iran', 'Morocco', 'Algeria', 'North Macedonia']	[1.0, 3.61325636077936e-10, 3.4767556889025997e-11, 4.599927643650359e-12, 1.5431879136097032e-13]	fQA9cMwIkWNjc5bvaC8J_9
Austria	['Austria', 'Switzerland', 'Germany', 'France', 'Slovakia']	[1.0, 2.7417176601957083e-12, 4.451249509211045e-34, 7.124467639335592e-38, 6.978380873131265e-39]	0pvfrLpfTkL0FMAFOipgtw
Austria	['Austria', 'Slovenia', 'Slovakia', 'Bosnia and Herzegovina', 'Switzerland']	[0.9999874830245972, 1.254477410839172e-05, 1.1365695710974233e-11, 3.2604784334546625e-19, 7.665153787842318e-23]	etU-vRtBIwMGqX9T-9j2HA
Austria	['Austria', 'Germany', 'Slovenia', 'Slovakia', 'Belgium']	[0.9999998807907104, 1.2297114437842538e-07, 3.369067178016216e-11, 2.874074762904133e-11, 1.6800291355572455e-13]	--THfUKXMYPRMuCt_ONgdg
Austria	['Austria', 'Switzerland', 'Germany', 'Finland', 'Australia']	[1.0, 1.3439489550466535e-15, 4.1784621717106844e-22, 0.0, 0.0]	C_06_7Qkc26XgTHTsf4MWw
Austria	['Slovakia', 'Austria', 'Switzerland', 'Slovenia', 'Poland']	[0.9995871186256409, 0.00041273271199315786, 9.263806077797199e-08, 6.566855051148361e-19, 6.78818661108253e-21]	2NvyhNpqH9yumEHrauSDRw
Austria	['Germany', 'Switzerland', 'Austria', 'Canada', 'Belgium']	[0.5547418594360352, 0.44525817036628723, 6.592652669574562e-15, 6.789158289808339e-19, 3.689685863879136e-24]	ZDOySFQ9IsGWcI3oTkaUFw
Austria	['France', 'Switzerland', 'Austria', 'Italy', 'Slovakia']	[1.0, 9.619865320997789e-11, 3.793612646241229e-11, 5.380158558249137e-12, 1.1070817521182871e-13]	-GhMHKTaHN25aQ-TEjMXRA
Austria	['Austria', 'Italy', 'France', 'Switzerland', 'Slovenia']	[0.9913777112960815, 0.008622237481176853, 6.670089285586156e-13, 7.126129520458255e-14, 8.4858738506141e-18]	0eTAhzImCVtMB6mqsUJVdQ
Austria	['Austria', 'Germany', 'Switzerland', 'Slovenia', 'Slovakia']	[0.9991450309753418, 0.0008549877093173563, 1.955990702739996e-09, 2.694215505330403e-15, 8.651817803167056e-26]	0mMzYsjPUveQtnQXgIUwRw
Austria	['Switzerland', 'Austria', 'Slovakia', 'Slovenia', 'Italy']	[0.5535731911659241, 0.4464268386363983, 6.939544494599659e-10, 3.4364972171477616e-21, 5.382844514704191e-22]	V-zDWewItxyKSr0YbVRWhw
Austria	['Switzerland', 'Slovakia', 'Austria', 'Bulgaria', 'Czechia']	[0.5663308501243591, 0.22913280129432678, 0.20453637838363647, 2.8483248745714285e-13, 6.87360375729992e-15]	ISb9qSuJ51f6lm9G8evN3g
Austria	['Austria', 'Germany', 'Slovakia', 'Switzerland', 'Hungary']	[0.9999963045120239, 3.7056588553241454e-06, 3.8447616596580417e-20, 1.3296875840208068e-20, 9.432537725475945e-27]	8a1u6ibmposZKtTrNInu-A
Austria	['Sweden', 'Norway', 'Denmark', 'Austria', 'Germany']	[0.9996515512466431, 0.00034850224619731307, 4.136628539708198e-10, 7.443192756746968e-15, 3.139848432726837e-16]	xIJQbMFJMNyBV4-NGs_eJA
Austria	['Austria', 'Switzerland', 'Slovenia', 'France', 'Italy']	[0.9998008608818054, 0.00019920116756111383, 7.461209657078325e-18, 4.543303162927612e-18, 9.525958952589851e-21]	vWjrTByXLFQ767aOAkWAxw
Austria	['Slovakia', 'Austria', 'Switzerland', 'New Zealand', 'North Macedonia']	[1.0, 1.2733492374666228e-13, 2.677995777302549e-16, 9.03374125168105e-21, 6.219855059888305e-24]	izTxPuZRGbk9OChE_6xs4w
Austria	['Austria', 'Czechia', 'Germany', 'Hungary', 'Slovakia']	[0.9998928308486938, 0.00010710088827181607, 4.171902081608059e-13, 6.5812177247866286e-15, 2.9497357578869e-20]	Z-4oKk3QhKEkjv64epO1Xg
Austria	['Croatia', 'Serbia', 'Hungary', 'Slovakia', 'North Macedonia']	[0.9998297691345215, 0.00016723282169550657, 2.9951281703688437e-06, 1.0592252630559074e-09, 7.467403084771007e-11]	V_uQNbw9VD--S0gL8YrqGQ
Austria	['Austria', 'Switzerland', 'Germany', 'Slovenia', 'France']	[0.9999915361404419, 8.523295946361031e-06, 1.7211795250293292e-15, 2.4385260027087845e-32, 1.657379054868324e-36]	TEFdkjWwDz9-I3QzysyOuQ
Austria	['Switzerland', 'Austria', 'France', 'Slovakia', 'North Macedonia']	[1.0, 2.832982329628586e-12, 2.53283772942833e-15, 1.6883152819505728e-15, 1.3945036929870528e-15]	X0Dluaw9Jfc4xVV7usGFYw
Austria	['Austria', 'Slovakia', 'Switzerland', 'Slovenia', 'Germany']	[0.9999996423721313, 3.0629453817709873e-07, 1.3040013513432314e-08, 4.057522318134943e-09, 2.3122407996117216e-25]	0rhqxOd-MjbGK7y4GA-VRA
Austria	['Austria', 'Switzerland', 'Germany', 'France', 'Slovakia']	[0.9999998807907104, 6.514029138315891e-08, 3.95149025377983e-21, 3.722024091945584e-27, 2.6176255313587583e-42]	74tWbPqK8ueuVjr8xqIZcg
Austria	['Austria', 'Switzerland', 'Italy', 'Germany', 'Slovenia']	[1.0, 1.3557035494216052e-09, 4.886193402886274e-24, 1.4181543545408612e-25, 4.053818199050264e-28]	-NIJVA5627yt217CzcplFA
Austria	['Switzerland', 'Austria', 'France', 'Germany', 'Italy']	[0.9999932050704956, 6.757118626410374e-06, 9.890713287479792e-30, 3.195327485930611e-32, 3.4497276335442347e-34]	4d24HOCFdZ6cIwahsXQQ1A
Austria	['Switzerland', 'Slovakia', 'Austria', 'North Macedonia', 'Bulgaria']	[0.8054749369621277, 0.1293134093284607, 0.06521164625883102, 3.2796780292639396e-14, 1.8511393502732658e-19]	wTxr73tT7gCe8437_euo0Q
Austria	['Switzerland', 'Austria', 'Slovakia', 'France', 'Kazakhstan']	[1.0, 9.547136708585799e-14, 2.0087743417165098e-23, 1.0973707234466246e-25, 6.776862139952697e-28]	9PymoyLlcMSrql3yz4Cykw
Austria	['Austria', 'Switzerland', 'Italy', 'France', 'Germany']	[0.998654842376709, 0.0013445887016132474, 5.611296387542097e-07, 3.9633945460172045e-18, 5.014632388978488e-27]	27Skvk-4IueyZ6Mr6NTPrQ
Austria	['Austria', 'Slovenia', 'Czechia', 'Slovakia', 'Hungary']	[0.8976346850395203, 0.1023540124297142, 1.1354627531545702e-05, 4.713226770675094e-12, 2.413909458605368e-13]	0RKcZAzkSQZqtaYi0eHSxg
Austria	['Slovakia', 'Poland', 'Hungary', 'Czechia', 'Latvia']	[0.9458465576171875, 0.05395542457699776, 0.0001979538210434839, 9.725106275837447e-10, 1.1219633078499158e-12]	xOBMJMRSj_E-3scJDhWFqg
Austria	['Austria', 'Slovenia', 'Slovakia', 'Bosnia and Herzegovina', 'Germany']	[1.0, 1.1190198101473925e-08, 1.149388743904023e-12, 2.9888440979261867e-30, 4.855240237540321e-31]	WlpStVBNSDrxVc1sBkOOZg
Austria	['Austria', 'Slovenia', 'Slovakia', 'Germany', 'Switzerland']	[1.0, 2.683667556239478e-19, 4.724586095665249e-23, 4.924983369925415e-25, 2.4521040862333813e-29]	l-L3xJMffmJOuicW-kg7Gw
Austria	['Austria', 'Switzerland', 'Germany', 'Slovenia', 'Slovakia']	[1.0, 1.837028677828998e-17, 8.665129214329534e-20, 1.4209410018366946e-28, 6.958511575219678e-35]	I83Rc_CUfI66MsiVsL6LFw
Austria	['Austria', 'Germany', 'Slovenia', 'Switzerland', 'Slovakia']	[1.0, 3.1588669180404594e-11, 1.3530258510807691e-11, 2.74458207490157e-14, 1.4172316564805366e-22]	Uao8JmJR2qe95TORnWxDlA
Austria	['Germany', 'Austria', 'Switzerland', 'Belgium', 'Denmark']	[0.9803926348686218, 0.019607357680797577, 5.477594072766934e-12, 1.0091820567668054e-22, 1.4013903091922364e-27]	4AGhpOGQyYcShTOE3NMzFg
Austria	['Austria', 'Slovakia', 'Germany', 'Switzerland', 'Slovenia']	[1.0, 6.572641135104523e-22, 3.2724250666967194e-23, 3.2226399184968255e-29, 3.44823199220494e-30]	4cSFSzz683ZUfWZgyXhkcg
Austria	['Denmark', 'Sweden', 'Norway', 'Germany', 'Belgium']	[1.0, 6.62821880714759e-12, 4.486593562646385e-17, 1.2452985859950575e-23, 1.6241808859864967e-24]	7GBQUJBO5FWvbnt6HUIsXg
Austria	['Austria', 'Switzerland', 'Germany', 'Italy', 'France']	[1.0, 3.504654066954771e-10, 7.305556435134932e-24, 1.3261514867202113e-35, 1.315309445440984e-35]	ShG7OtL4fX8EKWBcc9Haew
Austria	['Sweden', 'Norway', 'Finland', 'Estonia', 'Austria']	[0.9910860657691956, 0.008913970552384853, 2.0338970548633866e-20, 7.318409345863698e-24, 6.677329698322264e-24]	XmwDn6ffTeJCkeV924o4Hw
Austria	['Austria', 'Switzerland', 'Italy', 'Slovenia', 'Germany']	[0.9999722242355347, 2.7824578864965588e-05, 2.4537350033152554e-17, 1.3204892576066509e-23, 1.5691458369926617e-27]	r_uupQd2gMePWFjpJvibig
Austria	['Austria', 'Switzerland', 'Italy', 'France', 'Germany']	[0.9999792575836182, 2.0698451407952234e-05, 5.822047178198186e-23, 2.2422713320912306e-23, 3.025634401888392e-26]	UZY0cpGep-r_oPbmHomAcw
Austria	['Germany', 'Austria', 'Hungary', 'Poland', 'Belgium']	[1.0, 2.691288081280163e-09, 2.6762892706116276e-17, 1.8573789752590276e-17, 2.5973097629640356e-21]	auARxnC1xgycXqc2suOKsg
Austria	['Switzerland', 'Austria', 'Italy', 'Germany', 'Slovenia']	[0.9855569005012512, 0.014443072490394115, 9.140034215593396e-12, 3.891214607476545e-12, 2.1371956476399957e-17]	0H68QSkkfT3iQ-URxaGOzQ
Austria	['Austria', 'Switzerland', 'Hungary', 'Slovakia', 'Slovenia']	[0.9988380074501038, 0.001162047847174108, 1.5820137588009014e-16, 1.9959572050245264e-17, 5.0380863638412356e-26]	Bm0FFHQ_w8NjrsDqT6b0jA
Austria	['Austria', 'Germany', 'Czechia', 'Slovakia', 'Switzerland']	[0.9992784857749939, 0.0007215198129415512, 2.0643639233344736e-15, 2.296445021651521e-16, 6.300437236445165e-19]	_kAcEvi1lkpNHw-pcwN5BA
Austria	['Austria', 'Germany', 'Slovenia', 'Switzerland', 'Slovakia']	[1.0, 4.416988402791679e-23, 2.762355541444779e-28, 2.129507961746258e-28, 6.109834500462238e-35]	U9N6-jhHhv9uD6-rvUv1nQ
Austria	['Slovakia', 'Bosnia and Herzegovina', 'Romania', 'Slovenia', 'Serbia']	[1.0, 1.008880374662974e-25, 3.5532182101017385e-28, 1.4390513636981184e-28, 1.0207516575806063e-28]	-GIx0D-16rylspI8g4758A
Austria	['Austria', 'Switzerland', 'Germany', 'Slovenia', 'China']	[1.0, 1.0975544258162717e-11, 4.44936655769699e-26, 6.880375459834852e-43, 0.0]	CJvZdtSpReIEZjImw-1FeQ
Austria	['Austria', 'Slovakia', 'Germany', 'Slovenia', 'Hungary']	[0.9999967813491821, 3.0040509955142625e-06, 1.9493586478347424e-07, 1.9983549537361256e-11, 2.5109891365937258e-17]	14D6K3r3d9zItvKH0CTeNg
Austria	['Germany', 'Austria', 'Slovakia', 'Slovenia', 'Czechia']	[1.0, 9.084033525397217e-11, 3.083755581619052e-15, 6.396221037595213e-26, 5.503631702611042e-26]	-A1dv8N713OuVva4CV3pSA
Austria	['Switzerland', 'Austria', 'Slovakia', 'Germany', 'Poland']	[1.0, 4.537421105510475e-09, 7.215645988810464e-26, 4.5250588913346724e-33, 1.2919614005498963e-36]	kcEnu0Oy7GscE-sNjSiouw
Austria	['Italy', 'North Macedonia', 'Slovenia', 'Spain', 'Slovakia']	[1.0, 5.587342115913235e-32, 6.382350710386937e-34, 3.950574781949658e-34, 7.222052472516116e-36]	ITZLWPvZNvAsSWeFYcZKnA
Austria	['Austria', 'Switzerland', 'Germany', 'Slovenia', 'Norway']	[1.0, 3.4916646939227303e-13, 3.2258014308231127e-21, 2.768301611949059e-23, 3.622767110729699e-39]	-pryVEZ3smTrTUOVt6394g
Austria	['Switzerland', 'Austria', 'France', 'Germany', 'Norway']	[1.0, 1.9750066027057755e-09, 3.542166053964376e-18, 2.656881954186175e-31, 6.405895799814469e-41]	maaOiAI9dCSWO8sbIfc92g
Austria	['Austria', 'Switzerland', 'Slovenia', 'Italy', 'Germany']	[1.0, 1.4457086516348012e-21, 4.8329853018228924e-26, 1.003217596579423e-40, 8.047657080617424e-42]	bzxWtap7OQP7NPIW2ufZ7A
Austria	['Estonia', 'Finland', 'Latvia', 'Lithuania', 'Sweden']	[1.0, 2.383749766316206e-16, 1.2725932807774925e-18, 1.2710795402565204e-18, 4.613139020284569e-21]	3-l2GxKKz5qQ0eX4YhAZ9g
Austria	['Switzerland', 'Slovakia', 'Austria', 'Bulgaria', 'North Macedonia']	[1.0, 5.884038145609338e-08, 3.066978493393435e-08, 8.754530710390271e-14, 1.7491586379336945e-16]	A1s6iQ7KATOX5lDKGSYmjg
Austria	['Austria', 'Switzerland', 'Italy', 'Germany', 'Slovenia']	[1.0, 1.283670780143226e-18, 3.772980661342246e-23, 7.350979637703236e-25, 1.5374354486065745e-28]	jmP4ptwpWcS31q2BNuyKAw
Austria	['Italy', 'Austria', 'Switzerland', 'North Macedonia', 'Slovakia']	[1.0, 6.011022842672409e-14, 1.0324313367695868e-17, 9.31077599416985e-19, 7.7818704414481e-21]	96SYWNO_65fZbgZHp7O5gA
Austria	['Austria', 'Switzerland', 'Germany', 'Hungary', 'Sweden']	[1.0, 4.685058244136009e-11, 3.1837158141158e-18, 3.669016764757761e-36, 0.0]	cdZ2bb-XWZOBoNC4TRk2Sw
Austria	['Austria', 'Switzerland', 'Slovakia', 'Kazakhstan', 'North Macedonia']	[1.0, 6.642414483032377e-13, 1.6360434396880393e-19, 1.0203644638097618e-24, 7.867752001284382e-27]	ana9-3LB9RPVTg2OAdmEXQ
Austria	['Slovakia', 'Austria', 'Hungary', 'Germany', 'Belgium']	[0.9597598314285278, 0.040203481912612915, 3.378281689947471e-05, 2.9844277378288098e-06, 2.9148372219589894e-14]	gNPz1QszgI0tJ6d9Qzv_kg
Austria	['Austria', 'Switzerland', 'Slovenia', 'Slovakia', 'Germany']	[1.0, 5.416165294036546e-08, 1.5217988111019557e-19, 2.4952261131186433e-22, 1.7088355415995492e-23]	2yv51mp4S5cHiHaZ1aKHig
Austria	['Slovenia', 'Austria', 'France', 'Croatia', 'Switzerland']	[0.5422093272209167, 0.4577859342098236, 4.728012754640076e-06, 4.4660666276286065e-09, 6.036606214898654e-10]	0jFhyvM45XmX1krmNNO_BA
Austria	['Austria', 'Hungary', 'Czechia', 'Slovakia', 'Romania']	[0.9999966621398926, 3.3536136925249593e-06, 1.3178034219407664e-09, 3.119959152142471e-11, 8.88798903891301e-22]	bn-JAxvpxgbBLcF2BcAIOg
Austria	['Austria', 'Switzerland', 'Germany', 'Finland', 'Australia']	[1.0, 2.83341227255628e-21, 7.530103325223377e-24, 0.0, 0.0]	iR-EuT-cPNkYE_6GPdX6vw
Austria	['Hungary', 'Slovakia', 'Austria', 'Romania', 'Poland']	[0.9958953857421875, 0.004104673396795988, 4.321086599645696e-09, 5.983669041253442e-17, 4.741857529213309e-17]	-Osj0jMDG5acwEgxKRKDrQ
Austria	['Austria', 'Switzerland', 'Germany', 'Slovenia', 'Slovakia']	[1.0, 9.177091974953917e-20, 3.407817095610562e-27, 3.374596729999826e-27, 7.949996864305752e-34]	UpFVMCpK8XRZtTTn4vOFWw
